obs_mode,x,median_hns,mean_game_hns,q25_game_hns,q75_game_hns,active_games
native_obs,1.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,2.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,3.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,4.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,5.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,6.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,7.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,8.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,9.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,10.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,11.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,12.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,13.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,14.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,15.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,17.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,18.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,19.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,21.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,22.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,24.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,26.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,28.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,30.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,32.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,35.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,37.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,40.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,43.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,46.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,50.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,54.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,58.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,62.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,67.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,72.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,78.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,84.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,90.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,97.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,105.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,113.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,121.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,131.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,141.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,151.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,163.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,175.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,189.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,203.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,219.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,236.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,254.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,273.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,294.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,317.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,341.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,367.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,395.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,425.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,458.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,493.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,531.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,572.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,615.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,663.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,713.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,768.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,827.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,890.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,958.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1032.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1111.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1196.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1287.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1386.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1492.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1607.0,-0.03446378114995605,0.1228099001069958,-0.11147478900670847,-0.001468053871194288,57
native_obs,1730.0,-0.03446378114995605,0.1249787406567665,-0.11147478900670847,-0.001468053871194288,57
native_obs,1862.0,-0.03446378114995605,0.1249787406567665,-0.11147478900670847,-0.001468053871194288,57
native_obs,2005.0,-0.03446378114995605,0.1249787406567665,-0.11147478900670847,-0.001468053871194288,57
native_obs,2158.0,-0.03446378114995605,0.1249787406567665,-0.11147478900670847,-0.001468053871194288,57
native_obs,2324.0,-0.03446378114995605,0.11259058599276581,-0.11147478900670847,-0.001468053871194288,57
native_obs,2502.0,-0.03446378114995605,0.11259058599276581,-0.11147478900670847,-0.001468053871194288,57
native_obs,2694.0,-0.03446378114995605,0.11259058599276581,-0.11147478900670847,-0.001468053871194288,57
native_obs,2900.0,-0.03446378114995605,0.11259058599276581,-0.11147478900670847,-0.001468053871194288,57
native_obs,3122.0,-0.03446378114995605,0.11269635727590473,-0.11147478900670847,-0.001468053871194288,57
native_obs,3361.0,-0.03446378114995605,0.11269635727590473,-0.11147478900670847,-0.001468053871194288,57
native_obs,3619.0,-0.03446378114995605,0.11269635727590473,-0.11147478900670847,-0.001468053871194288,57
native_obs,3896.0,-0.03446378114995605,0.11269635727590473,-0.11147478900670847,-0.001468053871194288,57
native_obs,4194.0,-0.03446378114995605,0.11296078548375209,-0.11147478900670847,-0.001468053871194288,57
native_obs,4516.0,-0.03301497123146706,0.1315280161122571,-0.10591672753834916,-0.0003580343482912074,57
native_obs,4862.0,-0.03301497123146706,0.13155945728440913,-0.10591672753834916,-0.0003580343482912074,57
native_obs,5234.0,-0.03301497123146706,0.1219879500143925,-0.10591672753834916,-8.376924884750655e-17,57
native_obs,5635.0,-0.02197118809848705,0.12818285315562372,-0.0848252479482874,0.0,57
native_obs,6067.0,-0.02197118809848705,0.12849970566949195,-0.0848252479482874,0.0,57
native_obs,6532.0,-0.02197118809848705,0.12849970566949195,-0.0848252479482874,0.0,57
native_obs,7032.0,-0.02197118809848705,0.12849970566949195,-0.0848252479482874,0.0,57
native_obs,7571.0,-0.02197118809848705,0.12918613231660342,-0.0848252479482874,0.0,57
native_obs,8151.0,-0.02197118809848705,0.1350172325738304,-0.0848252479482874,4.954394438768854e-17,57
native_obs,8775.0,-0.01921775612396817,0.13625134545513373,-0.08362196932211693,4.954394438768854e-17,57
native_obs,9448.0,-0.015408317191490826,0.14865542490066685,-0.08362196932211693,2.040409883094878e-15,57
native_obs,10171.0,-0.015408317191490826,0.14867766116879846,-0.08362196932211693,2.040409883094878e-15,57
native_obs,10951.0,-0.01527110902916039,0.1513661815464089,-0.08362196932211693,0.0014874818545134933,57
native_obs,11790.0,-0.013213346430495322,0.15141880981729355,-0.08362196932211693,0.0014874818545134933,57
native_obs,12693.0,-0.013213346430495322,0.15193755218618465,-0.08362196932211693,0.0014874818545134933,57
native_obs,13665.0,-0.013213346430495322,0.15283338978874406,-0.08362196932211693,0.0014874818545134933,57
native_obs,14712.0,-0.012408505751067082,0.18734674771457097,-0.07298335467349547,0.01688109678897431,57
native_obs,15839.0,-0.01150023578819975,0.1881897315033333,-0.07298335467349547,0.019644724665377474,57
native_obs,17053.0,-0.012408505751067082,0.1833864334606179,-0.08362196932211693,0.03427410318088778,57
native_obs,18359.0,-0.012408505751067082,0.1833864334606179,-0.08362196932211693,0.03427410318088778,57
native_obs,19766.0,-0.012408505751067082,0.1833864334606179,-0.08362196932211693,0.03427410318088778,57
native_obs,21280.0,-0.01150023578819975,0.1887900301229279,-0.07298335467349547,0.0703315115490486,57
native_obs,22910.0,-0.012408505751067082,0.14790521011239974,-0.10591672753834916,0.0703315115490486,57
native_obs,24665.0,-0.012408505751067082,0.16757589695586997,-0.10591672753834916,0.10726487365109935,57
native_obs,26555.0,-0.01150023578819975,0.16772043269872533,-0.10591672753834916,0.10726487365109935,57
native_obs,28589.0,-0.004974809087740481,0.18787716360587345,-0.07298335467349547,0.1212121212121215,57
native_obs,30780.0,-0.004974809087740481,0.19036630188098835,-0.06007497474943673,0.1212121212121215,57
native_obs,33138.0,-0.0035554874846840004,0.19228162952817887,-0.06007497474943673,0.1212121212121215,57
native_obs,35677.0,-0.0003580343482912074,0.1961161402053166,-0.05902777777777441,0.1212121212121215,57
native_obs,38410.0,-0.0003580343482912074,0.19959509254366958,-0.05902777777777441,0.1212121212121215,57
native_obs,41352.0,0.0,0.22050816699680129,-0.054429901837402546,0.12618880449352135,57
native_obs,44521.0,0.0007526264519616914,0.22608488235639818,-0.04650373387644256,0.18027379185221912,57
native_obs,47931.0,0.0007526264519616914,0.22608488235639818,-0.04650373387644256,0.18027379185221912,57
native_obs,51603.0,0.00579866282201585,0.26694215784985675,-0.03446378114995605,0.1818181818181821,57
native_obs,55557.0,0.00579866282201585,0.2836097471846594,-0.03446378114995605,0.1818181818181821,57
native_obs,59813.0,0.00579866282201585,0.2850356271375494,-0.03446378114995605,0.1818181818181821,57
native_obs,64396.0,0.008150837334582441,0.29018028736814866,-0.03446378114995605,0.29723153810745057,57
native_obs,69329.0,0.008150837334582441,0.3007154694819719,-0.02197118809848705,0.29723153810745057,57
native_obs,74640.0,0.009296920395119162,0.30898854416435295,-0.01921775612396817,0.29723153810745057,57
native_obs,80359.0,0.009296920395119162,0.31253124828863743,-0.01921775612396817,0.30051949759978963,57
native_obs,86515.0,0.030688320807996293,0.3422691783849051,-0.012408505751067082,0.33421864905606213,57
native_obs,93143.0,0.030688320807996293,0.3532316939257519,-0.012408505751067082,0.33421864905606213,57
native_obs,100279.0,0.04961448206503516,0.3977839411970493,-0.006031661695627589,0.3672131147540967,57
native_obs,107962.0,0.05014534883720965,0.40212848400880097,-0.006031661695627589,0.3672131147540967,57
native_obs,116233.0,0.05014534883720965,0.44032510125756374,-0.006031661695627589,0.3672131147540967,57
