trial_index,timestamp,trial_name,kind,policy,num_envs,episodes_started,episodes_finished,env_steps,ale_frames,cumulative_env_steps,cumulative_ale_frames,score_mean,score_median,score_min,score_max,min_player_x_alive,best_stable_left_x,notes
435,2026-04-02T12:30:08-07:00,shaping_left_grid_0217_skull44_x58_jump12x14_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,193900,193900,0.0,0.0,0.0,0.0,28,38,
436,2026-04-02T12:30:08-07:00,shaping_left_grid_0218_skull44_x58_jump12x14_tail0x12,eval,first_room_left_jump_ram,1,1,1,300,300,194200,194200,0.0,0.0,0.0,0.0,28,38,
437,2026-04-02T12:30:08-07:00,shaping_left_grid_0219_skull44_x58_jump12x14_tail2x4,eval,first_room_left_jump_ram,1,1,1,300,300,194500,194500,0.0,0.0,0.0,0.0,28,38,
438,2026-04-02T12:30:08-07:00,shaping_left_grid_0220_skull44_x58_jump12x14_tail2x8,eval,first_room_left_jump_ram,1,1,1,300,300,194800,194800,0.0,0.0,0.0,0.0,28,38,
439,2026-04-02T12:30:08-07:00,shaping_left_grid_0221_skull44_x58_jump12x14_tail2x12,eval,first_room_left_jump_ram,1,1,1,300,300,195100,195100,0.0,0.0,0.0,0.0,28,38,
440,2026-04-02T12:30:09-07:00,shaping_left_grid_0222_skull44_x58_jump12x14_tail3x4,eval,first_room_left_jump_ram,1,1,1,300,300,195400,195400,0.0,0.0,0.0,0.0,28,38,
441,2026-04-02T12:30:09-07:00,shaping_left_grid_0223_skull44_x58_jump12x14_tail3x8,eval,first_room_left_jump_ram,1,1,1,300,300,195700,195700,0.0,0.0,0.0,0.0,28,38,
442,2026-04-02T12:30:09-07:00,shaping_left_grid_0224_skull44_x58_jump12x14_tail3x12,eval,first_room_left_jump_ram,1,1,1,300,300,196000,196000,0.0,0.0,0.0,0.0,28,38,
443,2026-04-02T12:30:09-07:00,shaping_left_grid_0225_skull44_x58_jump12x14_tail4x4,eval,first_room_left_jump_ram,1,1,1,300,300,196300,196300,0.0,0.0,0.0,0.0,28,38,
444,2026-04-02T12:30:09-07:00,shaping_left_grid_0226_skull44_x58_jump12x14_tail4x8,eval,first_room_left_jump_ram,1,1,1,300,300,196600,196600,0.0,0.0,0.0,0.0,28,38,
445,2026-04-02T12:30:10-07:00,shaping_left_grid_0227_skull44_x58_jump12x14_tail4x12,eval,first_room_left_jump_ram,1,1,1,300,300,196900,196900,0.0,0.0,0.0,0.0,28,38,
446,2026-04-02T12:30:10-07:00,shaping_left_grid_0228_skull44_x58_jump12x14_tail5x4,eval,first_room_left_jump_ram,1,1,1,300,300,197200,197200,0.0,0.0,0.0,0.0,28,38,
447,2026-04-02T12:30:10-07:00,shaping_left_grid_0229_skull44_x58_jump12x14_tail5x8,eval,first_room_left_jump_ram,1,1,1,300,300,197500,197500,0.0,0.0,0.0,0.0,28,38,
448,2026-04-02T12:30:10-07:00,shaping_left_grid_0230_skull44_x58_jump12x14_tail5x12,eval,first_room_left_jump_ram,1,1,1,300,300,197800,197800,0.0,0.0,0.0,0.0,28,38,
449,2026-04-02T12:30:10-07:00,shaping_left_grid_0231_skull44_x58_jump12x14_tail7x4,eval,first_room_left_jump_ram,1,1,1,300,300,198100,198100,0.0,0.0,0.0,0.0,28,38,
450,2026-04-02T12:30:11-07:00,shaping_left_grid_0232_skull44_x58_jump12x14_tail7x8,eval,first_room_left_jump_ram,1,1,1,300,300,198400,198400,0.0,0.0,0.0,0.0,28,38,
451,2026-04-02T12:30:11-07:00,shaping_left_grid_0233_skull44_x58_jump12x14_tail7x12,eval,first_room_left_jump_ram,1,1,1,300,300,198700,198700,0.0,0.0,0.0,0.0,28,38,
452,2026-04-02T12:30:11-07:00,shaping_left_grid_0234_skull44_x58_jump12x14_tail10x4,eval,first_room_left_jump_ram,1,1,1,300,300,199000,199000,0.0,0.0,0.0,0.0,28,38,
453,2026-04-02T12:30:11-07:00,shaping_left_grid_0235_skull44_x58_jump12x14_tail10x8,eval,first_room_left_jump_ram,1,1,1,300,300,199300,199300,0.0,0.0,0.0,0.0,28,38,
454,2026-04-02T12:30:11-07:00,shaping_left_grid_0236_skull44_x58_jump12x14_tail10x12,eval,first_room_left_jump_ram,1,1,1,300,300,199600,199600,0.0,0.0,0.0,0.0,28,38,
455,2026-04-02T12:30:12-07:00,shaping_left_grid_0237_skull44_x58_jump12x14_tail12x4,eval,first_room_left_jump_ram,1,1,1,300,300,199900,199900,0.0,0.0,0.0,0.0,28,38,
456,2026-04-02T12:30:12-07:00,shaping_left_grid_0238_skull44_x58_jump12x14_tail12x8,eval,first_room_left_jump_ram,1,1,1,300,300,200200,200200,0.0,0.0,0.0,0.0,28,38,
457,2026-04-02T12:30:12-07:00,shaping_left_grid_0239_skull44_x58_jump12x14_tail12x12,eval,first_room_left_jump_ram,1,1,1,300,300,200500,200500,0.0,0.0,0.0,0.0,28,38,
458,2026-04-02T12:30:12-07:00,shaping_left_grid_0240_skull44_x58_jump12x14_tail15x4,eval,first_room_left_jump_ram,1,1,1,300,300,200800,200800,0.0,0.0,0.0,0.0,28,38,
459,2026-04-02T12:30:12-07:00,shaping_left_grid_0241_skull44_x58_jump12x14_tail15x8,eval,first_room_left_jump_ram,1,1,1,300,300,201100,201100,0.0,0.0,0.0,0.0,28,38,
460,2026-04-02T12:30:13-07:00,shaping_left_grid_0242_skull44_x58_jump12x14_tail15x12,eval,first_room_left_jump_ram,1,1,1,300,300,201400,201400,0.0,0.0,0.0,0.0,28,38,
461,2026-04-02T12:30:13-07:00,shaping_left_grid_0243_skull44_x58_jump12x16_tail0x4,eval,first_room_left_jump_ram,1,1,1,300,300,201700,201700,0.0,0.0,0.0,0.0,28,38,
462,2026-04-02T12:30:13-07:00,shaping_left_grid_0244_skull44_x58_jump12x16_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,202000,202000,0.0,0.0,0.0,0.0,28,38,
463,2026-04-02T12:30:13-07:00,shaping_left_grid_0245_skull44_x58_jump12x16_tail0x12,eval,first_room_left_jump_ram,1,1,1,300,300,202300,202300,0.0,0.0,0.0,0.0,28,38,
464,2026-04-02T12:30:13-07:00,shaping_left_grid_0246_skull44_x58_jump12x16_tail2x4,eval,first_room_left_jump_ram,1,1,1,300,300,202600,202600,0.0,0.0,0.0,0.0,28,38,
465,2026-04-02T12:30:14-07:00,shaping_left_grid_0247_skull44_x58_jump12x16_tail2x8,eval,first_room_left_jump_ram,1,1,1,300,300,202900,202900,0.0,0.0,0.0,0.0,28,38,
466,2026-04-02T12:30:14-07:00,shaping_left_grid_0248_skull44_x58_jump12x16_tail2x12,eval,first_room_left_jump_ram,1,1,1,300,300,203200,203200,0.0,0.0,0.0,0.0,28,38,
467,2026-04-02T12:30:14-07:00,shaping_left_grid_0249_skull44_x58_jump12x16_tail3x4,eval,first_room_left_jump_ram,1,1,1,300,300,203500,203500,0.0,0.0,0.0,0.0,28,38,
468,2026-04-02T12:30:14-07:00,shaping_left_grid_0250_skull44_x58_jump12x16_tail3x8,eval,first_room_left_jump_ram,1,1,1,300,300,203800,203800,0.0,0.0,0.0,0.0,28,38,
469,2026-04-02T12:30:14-07:00,shaping_left_grid_0251_skull44_x58_jump12x16_tail3x12,eval,first_room_left_jump_ram,1,1,1,300,300,204100,204100,0.0,0.0,0.0,0.0,28,38,
470,2026-04-02T12:30:14-07:00,shaping_left_grid_0252_skull44_x58_jump12x16_tail4x4,eval,first_room_left_jump_ram,1,1,1,300,300,204400,204400,0.0,0.0,0.0,0.0,28,38,
471,2026-04-02T12:30:15-07:00,shaping_left_grid_0253_skull44_x58_jump12x16_tail4x8,eval,first_room_left_jump_ram,1,1,1,300,300,204700,204700,0.0,0.0,0.0,0.0,28,38,
472,2026-04-02T12:30:15-07:00,shaping_left_grid_0254_skull44_x58_jump12x16_tail4x12,eval,first_room_left_jump_ram,1,1,1,300,300,205000,205000,0.0,0.0,0.0,0.0,28,38,
473,2026-04-02T12:30:15-07:00,shaping_left_grid_0255_skull44_x58_jump12x16_tail5x4,eval,first_room_left_jump_ram,1,1,1,300,300,205300,205300,0.0,0.0,0.0,0.0,28,38,
474,2026-04-02T12:30:15-07:00,shaping_left_grid_0256_skull44_x58_jump12x16_tail5x8,eval,first_room_left_jump_ram,1,1,1,300,300,205600,205600,0.0,0.0,0.0,0.0,28,38,
475,2026-04-02T12:30:15-07:00,shaping_left_grid_0257_skull44_x58_jump12x16_tail5x12,eval,first_room_left_jump_ram,1,1,1,300,300,205900,205900,0.0,0.0,0.0,0.0,28,38,
476,2026-04-02T12:30:16-07:00,shaping_left_grid_0258_skull44_x58_jump12x16_tail7x4,eval,first_room_left_jump_ram,1,1,1,300,300,206200,206200,0.0,0.0,0.0,0.0,28,38,
477,2026-04-02T12:30:16-07:00,shaping_left_grid_0259_skull44_x58_jump12x16_tail7x8,eval,first_room_left_jump_ram,1,1,1,300,300,206500,206500,0.0,0.0,0.0,0.0,28,38,
478,2026-04-02T12:30:16-07:00,shaping_left_grid_0260_skull44_x58_jump12x16_tail7x12,eval,first_room_left_jump_ram,1,1,1,300,300,206800,206800,0.0,0.0,0.0,0.0,28,38,
479,2026-04-02T12:30:16-07:00,shaping_left_grid_0261_skull44_x58_jump12x16_tail10x4,eval,first_room_left_jump_ram,1,1,1,300,300,207100,207100,0.0,0.0,0.0,0.0,28,38,
480,2026-04-02T12:30:16-07:00,shaping_left_grid_0262_skull44_x58_jump12x16_tail10x8,eval,first_room_left_jump_ram,1,1,1,300,300,207400,207400,0.0,0.0,0.0,0.0,28,38,
481,2026-04-02T12:30:17-07:00,shaping_left_grid_0263_skull44_x58_jump12x16_tail10x12,eval,first_room_left_jump_ram,1,1,1,300,300,207700,207700,0.0,0.0,0.0,0.0,28,38,
482,2026-04-02T12:30:17-07:00,shaping_left_grid_0264_skull44_x58_jump12x16_tail12x4,eval,first_room_left_jump_ram,1,1,1,300,300,208000,208000,0.0,0.0,0.0,0.0,28,38,
483,2026-04-02T12:30:17-07:00,shaping_left_grid_0265_skull44_x58_jump12x16_tail12x8,eval,first_room_left_jump_ram,1,1,1,300,300,208300,208300,0.0,0.0,0.0,0.0,28,38,
484,2026-04-02T12:30:17-07:00,shaping_left_grid_0266_skull44_x58_jump12x16_tail12x12,eval,first_room_left_jump_ram,1,1,1,300,300,208600,208600,0.0,0.0,0.0,0.0,28,38,
485,2026-04-02T12:30:17-07:00,shaping_left_grid_0267_skull44_x58_jump12x16_tail15x4,eval,first_room_left_jump_ram,1,1,1,300,300,208900,208900,0.0,0.0,0.0,0.0,28,38,
486,2026-04-02T12:30:18-07:00,shaping_left_grid_0268_skull44_x58_jump12x16_tail15x8,eval,first_room_left_jump_ram,1,1,1,300,300,209200,209200,0.0,0.0,0.0,0.0,28,38,
487,2026-04-02T12:30:18-07:00,shaping_left_grid_0269_skull44_x58_jump12x16_tail15x12,eval,first_room_left_jump_ram,1,1,1,300,300,209500,209500,0.0,0.0,0.0,0.0,28,38,
488,2026-04-02T12:30:18-07:00,shaping_left_grid_0270_skull44_x58_jump12x18_tail0x4,eval,first_room_left_jump_ram,1,1,1,300,300,209800,209800,0.0,0.0,0.0,0.0,28,38,
489,2026-04-02T12:30:18-07:00,shaping_left_grid_0271_skull44_x58_jump12x18_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,210100,210100,0.0,0.0,0.0,0.0,28,38,
490,2026-04-02T12:30:18-07:00,shaping_left_grid_0272_skull44_x58_jump12x18_tail0x12,eval,first_room_left_jump_ram,1,1,1,300,300,210400,210400,0.0,0.0,0.0,0.0,28,38,
491,2026-04-02T12:30:19-07:00,shaping_left_grid_0273_skull44_x58_jump12x18_tail2x4,eval,first_room_left_jump_ram,1,1,1,300,300,210700,210700,0.0,0.0,0.0,0.0,28,38,
492,2026-04-02T12:30:19-07:00,shaping_left_grid_0274_skull44_x58_jump12x18_tail2x8,eval,first_room_left_jump_ram,1,1,1,300,300,211000,211000,0.0,0.0,0.0,0.0,28,38,
493,2026-04-02T12:30:19-07:00,shaping_left_grid_0275_skull44_x58_jump12x18_tail2x12,eval,first_room_left_jump_ram,1,1,1,300,300,211300,211300,0.0,0.0,0.0,0.0,28,38,
494,2026-04-02T12:30:19-07:00,shaping_left_grid_0276_skull44_x58_jump12x18_tail3x4,eval,first_room_left_jump_ram,1,1,1,300,300,211600,211600,0.0,0.0,0.0,0.0,28,38,
495,2026-04-02T12:30:19-07:00,shaping_left_grid_0277_skull44_x58_jump12x18_tail3x8,eval,first_room_left_jump_ram,1,1,1,300,300,211900,211900,0.0,0.0,0.0,0.0,28,38,
496,2026-04-02T12:30:20-07:00,shaping_left_grid_0278_skull44_x58_jump12x18_tail3x12,eval,first_room_left_jump_ram,1,1,1,300,300,212200,212200,0.0,0.0,0.0,0.0,28,38,
497,2026-04-02T12:30:20-07:00,shaping_left_grid_0279_skull44_x58_jump12x18_tail4x4,eval,first_room_left_jump_ram,1,1,1,300,300,212500,212500,0.0,0.0,0.0,0.0,28,38,
498,2026-04-02T12:30:20-07:00,shaping_left_grid_0280_skull44_x58_jump12x18_tail4x8,eval,first_room_left_jump_ram,1,1,1,300,300,212800,212800,0.0,0.0,0.0,0.0,28,38,
499,2026-04-02T12:30:20-07:00,shaping_left_grid_0281_skull44_x58_jump12x18_tail4x12,eval,first_room_left_jump_ram,1,1,1,300,300,213100,213100,0.0,0.0,0.0,0.0,28,38,
500,2026-04-02T12:30:20-07:00,shaping_left_grid_0282_skull44_x58_jump12x18_tail5x4,eval,first_room_left_jump_ram,1,1,1,300,300,213400,213400,0.0,0.0,0.0,0.0,28,38,
501,2026-04-02T12:30:21-07:00,shaping_left_grid_0283_skull44_x58_jump12x18_tail5x8,eval,first_room_left_jump_ram,1,1,1,300,300,213700,213700,0.0,0.0,0.0,0.0,28,38,
502,2026-04-02T12:30:21-07:00,shaping_left_grid_0284_skull44_x58_jump12x18_tail5x12,eval,first_room_left_jump_ram,1,1,1,300,300,214000,214000,0.0,0.0,0.0,0.0,28,38,
503,2026-04-02T12:30:21-07:00,shaping_left_grid_0285_skull44_x58_jump12x18_tail7x4,eval,first_room_left_jump_ram,1,1,1,300,300,214300,214300,0.0,0.0,0.0,0.0,28,38,
504,2026-04-02T12:30:21-07:00,shaping_left_grid_0286_skull44_x58_jump12x18_tail7x8,eval,first_room_left_jump_ram,1,1,1,300,300,214600,214600,0.0,0.0,0.0,0.0,28,38,
505,2026-04-02T12:30:21-07:00,shaping_left_grid_0287_skull44_x58_jump12x18_tail7x12,eval,first_room_left_jump_ram,1,1,1,300,300,214900,214900,0.0,0.0,0.0,0.0,28,38,
506,2026-04-02T12:30:22-07:00,shaping_left_grid_0288_skull44_x58_jump12x18_tail10x4,eval,first_room_left_jump_ram,1,1,1,300,300,215200,215200,0.0,0.0,0.0,0.0,28,38,
507,2026-04-02T12:30:22-07:00,shaping_left_grid_0289_skull44_x58_jump12x18_tail10x8,eval,first_room_left_jump_ram,1,1,1,300,300,215500,215500,0.0,0.0,0.0,0.0,28,38,
508,2026-04-02T12:30:22-07:00,shaping_left_grid_0290_skull44_x58_jump12x18_tail10x12,eval,first_room_left_jump_ram,1,1,1,300,300,215800,215800,0.0,0.0,0.0,0.0,28,38,
509,2026-04-02T12:30:22-07:00,shaping_left_grid_0291_skull44_x58_jump12x18_tail12x4,eval,first_room_left_jump_ram,1,1,1,300,300,216100,216100,0.0,0.0,0.0,0.0,28,38,
510,2026-04-02T12:30:22-07:00,shaping_left_grid_0292_skull44_x58_jump12x18_tail12x8,eval,first_room_left_jump_ram,1,1,1,300,300,216400,216400,0.0,0.0,0.0,0.0,28,38,
511,2026-04-02T12:30:23-07:00,shaping_left_grid_0293_skull44_x58_jump12x18_tail12x12,eval,first_room_left_jump_ram,1,1,1,300,300,216700,216700,0.0,0.0,0.0,0.0,28,38,
512,2026-04-02T12:30:23-07:00,shaping_left_grid_0294_skull44_x58_jump12x18_tail15x4,eval,first_room_left_jump_ram,1,1,1,300,300,217000,217000,0.0,0.0,0.0,0.0,28,38,
513,2026-04-02T12:30:23-07:00,shaping_left_grid_0295_skull44_x58_jump12x18_tail15x8,eval,first_room_left_jump_ram,1,1,1,300,300,217300,217300,0.0,0.0,0.0,0.0,28,38,
514,2026-04-02T12:30:23-07:00,shaping_left_grid_0296_skull44_x58_jump12x18_tail15x12,eval,first_room_left_jump_ram,1,1,1,300,300,217600,217600,0.0,0.0,0.0,0.0,28,38,
515,2026-04-02T12:30:23-07:00,shaping_left_grid_0297_skull44_x58_jump12x20_tail0x4,eval,first_room_left_jump_ram,1,1,1,300,300,217900,217900,0.0,0.0,0.0,0.0,28,38,
516,2026-04-02T12:30:24-07:00,shaping_left_grid_0298_skull44_x58_jump12x20_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,218200,218200,0.0,0.0,0.0,0.0,28,38,
517,2026-04-02T12:30:24-07:00,shaping_left_grid_0299_skull44_x58_jump12x20_tail0x12,eval,first_room_left_jump_ram,1,1,1,300,300,218500,218500,0.0,0.0,0.0,0.0,28,38,
518,2026-04-02T12:30:24-07:00,shaping_left_grid_0300_skull44_x58_jump12x20_tail2x4,eval,first_room_left_jump_ram,1,1,1,300,300,218800,218800,0.0,0.0,0.0,0.0,28,38,
519,2026-04-02T12:30:24-07:00,shaping_left_grid_0301_skull44_x58_jump12x20_tail2x8,eval,first_room_left_jump_ram,1,1,1,300,300,219100,219100,0.0,0.0,0.0,0.0,28,38,
520,2026-04-02T12:30:24-07:00,shaping_left_grid_0302_skull44_x58_jump12x20_tail2x12,eval,first_room_left_jump_ram,1,1,1,300,300,219400,219400,0.0,0.0,0.0,0.0,28,38,
521,2026-04-02T12:30:25-07:00,shaping_left_grid_0303_skull44_x58_jump12x20_tail3x4,eval,first_room_left_jump_ram,1,1,1,300,300,219700,219700,0.0,0.0,0.0,0.0,28,38,
522,2026-04-02T12:30:25-07:00,shaping_left_grid_0304_skull44_x58_jump12x20_tail3x8,eval,first_room_left_jump_ram,1,1,1,300,300,220000,220000,0.0,0.0,0.0,0.0,28,38,
523,2026-04-02T12:30:25-07:00,shaping_left_grid_0305_skull44_x58_jump12x20_tail3x12,eval,first_room_left_jump_ram,1,1,1,300,300,220300,220300,0.0,0.0,0.0,0.0,28,38,
524,2026-04-02T12:30:25-07:00,shaping_left_grid_0306_skull44_x58_jump12x20_tail4x4,eval,first_room_left_jump_ram,1,1,1,300,300,220600,220600,0.0,0.0,0.0,0.0,28,38,
525,2026-04-02T12:30:25-07:00,shaping_left_grid_0307_skull44_x58_jump12x20_tail4x8,eval,first_room_left_jump_ram,1,1,1,300,300,220900,220900,0.0,0.0,0.0,0.0,28,38,
526,2026-04-02T12:30:26-07:00,shaping_left_grid_0308_skull44_x58_jump12x20_tail4x12,eval,first_room_left_jump_ram,1,1,1,300,300,221200,221200,0.0,0.0,0.0,0.0,28,38,
527,2026-04-02T12:30:26-07:00,shaping_left_grid_0309_skull44_x58_jump12x20_tail5x4,eval,first_room_left_jump_ram,1,1,1,300,300,221500,221500,0.0,0.0,0.0,0.0,28,38,
528,2026-04-02T12:30:26-07:00,shaping_left_grid_0310_skull44_x58_jump12x20_tail5x8,eval,first_room_left_jump_ram,1,1,1,300,300,221800,221800,0.0,0.0,0.0,0.0,28,38,
529,2026-04-02T12:30:26-07:00,shaping_left_grid_0311_skull44_x58_jump12x20_tail5x12,eval,first_room_left_jump_ram,1,1,1,300,300,222100,222100,0.0,0.0,0.0,0.0,28,38,
530,2026-04-02T12:30:26-07:00,shaping_left_grid_0312_skull44_x58_jump12x20_tail7x4,eval,first_room_left_jump_ram,1,1,1,300,300,222400,222400,0.0,0.0,0.0,0.0,28,38,
531,2026-04-02T12:30:27-07:00,shaping_left_grid_0313_skull44_x58_jump12x20_tail7x8,eval,first_room_left_jump_ram,1,1,1,300,300,222700,222700,0.0,0.0,0.0,0.0,28,38,
532,2026-04-02T12:30:27-07:00,shaping_left_grid_0314_skull44_x58_jump12x20_tail7x12,eval,first_room_left_jump_ram,1,1,1,300,300,223000,223000,0.0,0.0,0.0,0.0,28,38,
533,2026-04-02T12:30:27-07:00,shaping_left_grid_0315_skull44_x58_jump12x20_tail10x4,eval,first_room_left_jump_ram,1,1,1,300,300,223300,223300,0.0,0.0,0.0,0.0,28,38,
534,2026-04-02T12:30:27-07:00,shaping_left_grid_0316_skull44_x58_jump12x20_tail10x8,eval,first_room_left_jump_ram,1,1,1,300,300,223600,223600,0.0,0.0,0.0,0.0,28,38,
535,2026-04-02T12:30:27-07:00,shaping_left_grid_0317_skull44_x58_jump12x20_tail10x12,eval,first_room_left_jump_ram,1,1,1,300,300,223900,223900,0.0,0.0,0.0,0.0,28,38,
536,2026-04-02T12:30:28-07:00,shaping_left_grid_0318_skull44_x58_jump12x20_tail12x4,eval,first_room_left_jump_ram,1,1,1,300,300,224200,224200,0.0,0.0,0.0,0.0,28,38,
537,2026-04-02T12:30:28-07:00,shaping_left_grid_0319_skull44_x58_jump12x20_tail12x8,eval,first_room_left_jump_ram,1,1,1,300,300,224500,224500,0.0,0.0,0.0,0.0,28,38,
538,2026-04-02T12:30:28-07:00,shaping_left_grid_0320_skull44_x58_jump12x20_tail12x12,eval,first_room_left_jump_ram,1,1,1,300,300,224800,224800,0.0,0.0,0.0,0.0,28,38,
539,2026-04-02T12:30:28-07:00,shaping_left_grid_0321_skull44_x58_jump12x20_tail15x4,eval,first_room_left_jump_ram,1,1,1,300,300,225100,225100,0.0,0.0,0.0,0.0,28,38,
540,2026-04-02T12:30:28-07:00,shaping_left_grid_0322_skull44_x58_jump12x20_tail15x8,eval,first_room_left_jump_ram,1,1,1,300,300,225400,225400,0.0,0.0,0.0,0.0,28,38,
541,2026-04-02T12:30:29-07:00,shaping_left_grid_0323_skull44_x58_jump12x20_tail15x12,eval,first_room_left_jump_ram,1,1,1,300,300,225700,225700,0.0,0.0,0.0,0.0,28,38,
542,2026-04-02T12:30:29-07:00,shaping_left_grid_0324_skull44_x60_jump12x10_tail0x4,eval,first_room_left_jump_ram,1,1,1,300,300,226000,226000,0.0,0.0,0.0,0.0,30,40,
543,2026-04-02T12:30:29-07:00,shaping_left_grid_0325_skull44_x60_jump12x10_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,226300,226300,0.0,0.0,0.0,0.0,30,40,
544,2026-04-02T12:30:29-07:00,shaping_left_grid_0326_skull44_x60_jump12x10_tail0x12,eval,first_room_left_jump_ram,1,1,1,300,300,226600,226600,0.0,0.0,0.0,0.0,30,40,
545,2026-04-02T12:30:29-07:00,shaping_left_grid_0327_skull44_x60_jump12x10_tail2x4,eval,first_room_left_jump_ram,1,1,1,300,300,226900,226900,0.0,0.0,0.0,0.0,30,40,
546,2026-04-02T12:30:30-07:00,shaping_left_grid_0328_skull44_x60_jump12x10_tail2x8,eval,first_room_left_jump_ram,1,1,1,300,300,227200,227200,0.0,0.0,0.0,0.0,30,40,
547,2026-04-02T12:30:30-07:00,shaping_left_grid_0329_skull44_x60_jump12x10_tail2x12,eval,first_room_left_jump_ram,1,1,1,300,300,227500,227500,0.0,0.0,0.0,0.0,30,40,
548,2026-04-02T12:30:30-07:00,shaping_left_grid_0330_skull44_x60_jump12x10_tail3x4,eval,first_room_left_jump_ram,1,1,1,300,300,227800,227800,0.0,0.0,0.0,0.0,30,40,
549,2026-04-02T12:30:30-07:00,shaping_left_grid_0331_skull44_x60_jump12x10_tail3x8,eval,first_room_left_jump_ram,1,1,1,300,300,228100,228100,0.0,0.0,0.0,0.0,30,40,
550,2026-04-02T12:30:30-07:00,shaping_left_grid_0332_skull44_x60_jump12x10_tail3x12,eval,first_room_left_jump_ram,1,1,1,300,300,228400,228400,0.0,0.0,0.0,0.0,30,40,
551,2026-04-02T12:30:31-07:00,shaping_left_grid_0333_skull44_x60_jump12x10_tail4x4,eval,first_room_left_jump_ram,1,1,1,300,300,228700,228700,0.0,0.0,0.0,0.0,30,40,
552,2026-04-02T12:30:31-07:00,shaping_left_grid_0334_skull44_x60_jump12x10_tail4x8,eval,first_room_left_jump_ram,1,1,1,300,300,229000,229000,0.0,0.0,0.0,0.0,30,40,
553,2026-04-02T12:30:31-07:00,shaping_left_grid_0335_skull44_x60_jump12x10_tail4x12,eval,first_room_left_jump_ram,1,1,1,300,300,229300,229300,0.0,0.0,0.0,0.0,30,40,
554,2026-04-02T12:30:31-07:00,shaping_left_grid_0336_skull44_x60_jump12x10_tail5x4,eval,first_room_left_jump_ram,1,1,1,300,300,229600,229600,0.0,0.0,0.0,0.0,30,40,
555,2026-04-02T12:30:31-07:00,shaping_left_grid_0337_skull44_x60_jump12x10_tail5x8,eval,first_room_left_jump_ram,1,1,1,300,300,229900,229900,0.0,0.0,0.0,0.0,30,40,
556,2026-04-02T12:30:32-07:00,shaping_left_grid_0338_skull44_x60_jump12x10_tail5x12,eval,first_room_left_jump_ram,1,1,1,300,300,230200,230200,0.0,0.0,0.0,0.0,30,40,
557,2026-04-02T12:30:32-07:00,shaping_left_grid_0339_skull44_x60_jump12x10_tail7x4,eval,first_room_left_jump_ram,1,1,1,300,300,230500,230500,0.0,0.0,0.0,0.0,30,40,
558,2026-04-02T12:30:32-07:00,shaping_left_grid_0340_skull44_x60_jump12x10_tail7x8,eval,first_room_left_jump_ram,1,1,1,300,300,230800,230800,0.0,0.0,0.0,0.0,30,40,
559,2026-04-02T12:30:32-07:00,shaping_left_grid_0341_skull44_x60_jump12x10_tail7x12,eval,first_room_left_jump_ram,1,1,1,300,300,231100,231100,0.0,0.0,0.0,0.0,30,40,
560,2026-04-02T12:30:32-07:00,shaping_left_grid_0342_skull44_x60_jump12x10_tail10x4,eval,first_room_left_jump_ram,1,1,1,300,300,231400,231400,0.0,0.0,0.0,0.0,30,40,
561,2026-04-02T12:30:33-07:00,shaping_left_grid_0343_skull44_x60_jump12x10_tail10x8,eval,first_room_left_jump_ram,1,1,1,300,300,231700,231700,0.0,0.0,0.0,0.0,30,40,
562,2026-04-02T12:30:33-07:00,shaping_left_grid_0344_skull44_x60_jump12x10_tail10x12,eval,first_room_left_jump_ram,1,1,1,300,300,232000,232000,0.0,0.0,0.0,0.0,30,40,
563,2026-04-02T12:30:33-07:00,shaping_left_grid_0345_skull44_x60_jump12x10_tail12x4,eval,first_room_left_jump_ram,1,1,1,300,300,232300,232300,0.0,0.0,0.0,0.0,30,40,
564,2026-04-02T12:30:33-07:00,shaping_left_grid_0346_skull44_x60_jump12x10_tail12x8,eval,first_room_left_jump_ram,1,1,1,300,300,232600,232600,0.0,0.0,0.0,0.0,30,40,
565,2026-04-02T12:30:33-07:00,shaping_left_grid_0347_skull44_x60_jump12x10_tail12x12,eval,first_room_left_jump_ram,1,1,1,300,300,232900,232900,0.0,0.0,0.0,0.0,30,40,
566,2026-04-02T12:30:34-07:00,shaping_left_grid_0348_skull44_x60_jump12x10_tail15x4,eval,first_room_left_jump_ram,1,1,1,300,300,233200,233200,0.0,0.0,0.0,0.0,30,40,
567,2026-04-02T12:30:34-07:00,shaping_left_grid_0349_skull44_x60_jump12x10_tail15x8,eval,first_room_left_jump_ram,1,1,1,300,300,233500,233500,0.0,0.0,0.0,0.0,30,40,
568,2026-04-02T12:30:34-07:00,shaping_left_grid_0350_skull44_x60_jump12x10_tail15x12,eval,first_room_left_jump_ram,1,1,1,300,300,233800,233800,0.0,0.0,0.0,0.0,30,40,
569,2026-04-02T12:30:34-07:00,shaping_left_grid_0351_skull44_x60_jump12x12_tail0x4,eval,first_room_left_jump_ram,1,1,1,300,300,234100,234100,0.0,0.0,0.0,0.0,30,40,
570,2026-04-02T12:30:34-07:00,shaping_left_grid_0352_skull44_x60_jump12x12_tail0x8,eval,first_room_left_jump_ram,1,1,1,300,300,234400,234400,0.0,0.0,0.0,0.0,30,40,
