trial_index,timestamp,trial_name,kind,policy,num_envs,episodes_started,episodes_finished,env_steps,ale_frames,cumulative_env_steps,cumulative_ale_frames,score_mean,score_median,score_min,score_max,min_player_x_alive,best_stable_left_x,notes
0,2026-04-02T12:25:02-07:00,default_left_jump_probe,eval,first_room_left_jump_ram,1,1,1,20000,20000,20000,20000,0.0,0.0,0.0,0.0,999,,default_single_env_probe
1,2026-04-02T12:25:21-07:00,left_jump_probe_small_0000_skull44_x56_jump12x12_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,20500,20500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
2,2026-04-02T12:25:22-07:00,left_jump_probe_small_0001_skull44_x56_jump12x12_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,21000,21000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
3,2026-04-02T12:25:22-07:00,left_jump_probe_small_0002_skull44_x56_jump12x12_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,21500,21500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
4,2026-04-02T12:25:22-07:00,left_jump_probe_small_0003_skull44_x56_jump12x12_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,22000,22000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
5,2026-04-02T12:25:22-07:00,left_jump_probe_small_0004_skull44_x56_jump12x12_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,22500,22500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
6,2026-04-02T12:25:23-07:00,left_jump_probe_small_0005_skull44_x56_jump12x12_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,23000,23000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
7,2026-04-02T12:25:23-07:00,left_jump_probe_small_0006_skull44_x56_jump12x12_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,23500,23500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
8,2026-04-02T12:25:23-07:00,left_jump_probe_small_0007_skull44_x56_jump12x12_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,24000,24000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
9,2026-04-02T12:25:24-07:00,left_jump_probe_small_0008_skull44_x56_jump12x12_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,24500,24500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
10,2026-04-02T12:25:24-07:00,left_jump_probe_small_0009_skull44_x56_jump12x12_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,25000,25000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
11,2026-04-02T12:25:24-07:00,left_jump_probe_small_0010_skull44_x56_jump12x12_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,25500,25500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
12,2026-04-02T12:25:24-07:00,left_jump_probe_small_0011_skull44_x56_jump12x12_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,26000,26000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
13,2026-04-02T12:25:25-07:00,left_jump_probe_small_0012_skull44_x56_jump12x14_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,26500,26500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
14,2026-04-02T12:25:25-07:00,left_jump_probe_small_0013_skull44_x56_jump12x14_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,27000,27000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
15,2026-04-02T12:25:25-07:00,left_jump_probe_small_0014_skull44_x56_jump12x14_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,27500,27500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
16,2026-04-02T12:25:25-07:00,left_jump_probe_small_0015_skull44_x56_jump12x14_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,28000,28000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
17,2026-04-02T12:25:26-07:00,left_jump_probe_small_0016_skull44_x56_jump12x14_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,28500,28500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
18,2026-04-02T12:25:26-07:00,left_jump_probe_small_0017_skull44_x56_jump12x14_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,29000,29000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
19,2026-04-02T12:25:26-07:00,left_jump_probe_small_0018_skull44_x56_jump12x14_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,29500,29500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
20,2026-04-02T12:25:26-07:00,left_jump_probe_small_0019_skull44_x56_jump12x14_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,30000,30000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
21,2026-04-02T12:25:27-07:00,left_jump_probe_small_0020_skull44_x56_jump12x14_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,30500,30500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
22,2026-04-02T12:25:27-07:00,left_jump_probe_small_0021_skull44_x56_jump12x14_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,31000,31000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
23,2026-04-02T12:25:27-07:00,left_jump_probe_small_0022_skull44_x56_jump12x14_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,31500,31500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
24,2026-04-02T12:25:28-07:00,left_jump_probe_small_0023_skull44_x56_jump12x14_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,32000,32000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
25,2026-04-02T12:25:28-07:00,left_jump_probe_small_0024_skull44_x56_jump12x16_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,32500,32500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
26,2026-04-02T12:25:28-07:00,left_jump_probe_small_0025_skull44_x56_jump12x16_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,33000,33000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
27,2026-04-02T12:25:28-07:00,left_jump_probe_small_0026_skull44_x56_jump12x16_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,33500,33500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
28,2026-04-02T12:25:29-07:00,left_jump_probe_small_0027_skull44_x56_jump12x16_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,34000,34000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
29,2026-04-02T12:25:29-07:00,left_jump_probe_small_0028_skull44_x56_jump12x16_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,34500,34500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
30,2026-04-02T12:25:29-07:00,left_jump_probe_small_0029_skull44_x56_jump12x16_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,35000,35000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
31,2026-04-02T12:25:29-07:00,left_jump_probe_small_0030_skull44_x56_jump12x16_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,35500,35500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
32,2026-04-02T12:25:30-07:00,left_jump_probe_small_0031_skull44_x56_jump12x16_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,36000,36000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
33,2026-04-02T12:25:30-07:00,left_jump_probe_small_0032_skull44_x56_jump12x16_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,36500,36500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
34,2026-04-02T12:25:30-07:00,left_jump_probe_small_0033_skull44_x56_jump12x16_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,37000,37000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
35,2026-04-02T12:25:30-07:00,left_jump_probe_small_0034_skull44_x56_jump12x16_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,37500,37500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
36,2026-04-02T12:25:31-07:00,left_jump_probe_small_0035_skull44_x56_jump12x16_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,38000,38000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
37,2026-04-02T12:25:31-07:00,left_jump_probe_small_0036_skull44_x58_jump12x12_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,38500,38500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
38,2026-04-02T12:25:31-07:00,left_jump_probe_small_0037_skull44_x58_jump12x12_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,39000,39000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
39,2026-04-02T12:25:32-07:00,left_jump_probe_small_0038_skull44_x58_jump12x12_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,39500,39500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
40,2026-04-02T12:25:32-07:00,left_jump_probe_small_0039_skull44_x58_jump12x12_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,40000,40000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
41,2026-04-02T12:25:32-07:00,left_jump_probe_small_0040_skull44_x58_jump12x12_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,40500,40500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
42,2026-04-02T12:25:32-07:00,left_jump_probe_small_0041_skull44_x58_jump12x12_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,41000,41000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
43,2026-04-02T12:25:33-07:00,left_jump_probe_small_0042_skull44_x58_jump12x12_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,41500,41500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
44,2026-04-02T12:25:33-07:00,left_jump_probe_small_0043_skull44_x58_jump12x12_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,42000,42000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
45,2026-04-02T12:25:33-07:00,left_jump_probe_small_0044_skull44_x58_jump12x12_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,42500,42500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
46,2026-04-02T12:25:33-07:00,left_jump_probe_small_0045_skull44_x58_jump12x12_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,43000,43000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
47,2026-04-02T12:25:34-07:00,left_jump_probe_small_0046_skull44_x58_jump12x12_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,43500,43500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
48,2026-04-02T12:25:34-07:00,left_jump_probe_small_0047_skull44_x58_jump12x12_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,44000,44000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
49,2026-04-02T12:25:34-07:00,left_jump_probe_small_0048_skull44_x58_jump12x14_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,44500,44500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
50,2026-04-02T12:25:35-07:00,left_jump_probe_small_0049_skull44_x58_jump12x14_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,45000,45000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
51,2026-04-02T12:25:35-07:00,left_jump_probe_small_0050_skull44_x58_jump12x14_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,45500,45500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
52,2026-04-02T12:25:35-07:00,left_jump_probe_small_0051_skull44_x58_jump12x14_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,46000,46000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
53,2026-04-02T12:25:35-07:00,left_jump_probe_small_0052_skull44_x58_jump12x14_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,46500,46500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
54,2026-04-02T12:25:36-07:00,left_jump_probe_small_0053_skull44_x58_jump12x14_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,47000,47000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
55,2026-04-02T12:25:36-07:00,left_jump_probe_small_0054_skull44_x58_jump12x14_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,47500,47500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
56,2026-04-02T12:25:36-07:00,left_jump_probe_small_0055_skull44_x58_jump12x14_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,48000,48000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
57,2026-04-02T12:25:36-07:00,left_jump_probe_small_0056_skull44_x58_jump12x14_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,48500,48500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
58,2026-04-02T12:25:37-07:00,left_jump_probe_small_0057_skull44_x58_jump12x14_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,49000,49000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
59,2026-04-02T12:25:37-07:00,left_jump_probe_small_0058_skull44_x58_jump12x14_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,49500,49500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
60,2026-04-02T12:25:37-07:00,left_jump_probe_small_0059_skull44_x58_jump12x14_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,50000,50000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
61,2026-04-02T12:25:38-07:00,left_jump_probe_small_0060_skull44_x58_jump12x16_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,50500,50500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
62,2026-04-02T12:25:38-07:00,left_jump_probe_small_0061_skull44_x58_jump12x16_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,51000,51000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
63,2026-04-02T12:25:38-07:00,left_jump_probe_small_0062_skull44_x58_jump12x16_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,51500,51500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
64,2026-04-02T12:25:38-07:00,left_jump_probe_small_0063_skull44_x58_jump12x16_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,52000,52000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
65,2026-04-02T12:25:39-07:00,left_jump_probe_small_0064_skull44_x58_jump12x16_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,52500,52500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
66,2026-04-02T12:25:39-07:00,left_jump_probe_small_0065_skull44_x58_jump12x16_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,53000,53000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
67,2026-04-02T12:25:39-07:00,left_jump_probe_small_0066_skull44_x58_jump12x16_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,53500,53500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
68,2026-04-02T12:25:39-07:00,left_jump_probe_small_0067_skull44_x58_jump12x16_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,54000,54000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
69,2026-04-02T12:25:40-07:00,left_jump_probe_small_0068_skull44_x58_jump12x16_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,54500,54500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
70,2026-04-02T12:25:40-07:00,left_jump_probe_small_0069_skull44_x58_jump12x16_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,55000,55000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
71,2026-04-02T12:25:40-07:00,left_jump_probe_small_0070_skull44_x58_jump12x16_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,55500,55500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
72,2026-04-02T12:25:41-07:00,left_jump_probe_small_0071_skull44_x58_jump12x16_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,56000,56000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
73,2026-04-02T12:25:41-07:00,left_jump_probe_small_0072_skull44_x60_jump12x12_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,56500,56500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
74,2026-04-02T12:25:41-07:00,left_jump_probe_small_0073_skull44_x60_jump12x12_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,57000,57000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
75,2026-04-02T12:25:41-07:00,left_jump_probe_small_0074_skull44_x60_jump12x12_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,57500,57500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
76,2026-04-02T12:25:42-07:00,left_jump_probe_small_0075_skull44_x60_jump12x12_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,58000,58000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
77,2026-04-02T12:25:42-07:00,left_jump_probe_small_0076_skull44_x60_jump12x12_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,58500,58500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
78,2026-04-02T12:25:42-07:00,left_jump_probe_small_0077_skull44_x60_jump12x12_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,59000,59000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
79,2026-04-02T12:25:42-07:00,left_jump_probe_small_0078_skull44_x60_jump12x12_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,59500,59500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
80,2026-04-02T12:25:43-07:00,left_jump_probe_small_0079_skull44_x60_jump12x12_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,60000,60000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
81,2026-04-02T12:25:43-07:00,left_jump_probe_small_0080_skull44_x60_jump12x12_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,60500,60500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
82,2026-04-02T12:25:43-07:00,left_jump_probe_small_0081_skull44_x60_jump12x12_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,61000,61000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
83,2026-04-02T12:25:43-07:00,left_jump_probe_small_0082_skull44_x60_jump12x12_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,61500,61500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
84,2026-04-02T12:25:44-07:00,left_jump_probe_small_0083_skull44_x60_jump12x12_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,62000,62000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
85,2026-04-02T12:25:44-07:00,left_jump_probe_small_0084_skull44_x60_jump12x14_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,62500,62500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
86,2026-04-02T12:25:44-07:00,left_jump_probe_small_0085_skull44_x60_jump12x14_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,63000,63000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
87,2026-04-02T12:25:45-07:00,left_jump_probe_small_0086_skull44_x60_jump12x14_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,63500,63500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
88,2026-04-02T12:25:45-07:00,left_jump_probe_small_0087_skull44_x60_jump12x14_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,64000,64000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
89,2026-04-02T12:25:45-07:00,left_jump_probe_small_0088_skull44_x60_jump12x14_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,64500,64500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
90,2026-04-02T12:25:45-07:00,left_jump_probe_small_0089_skull44_x60_jump12x14_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,65000,65000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
91,2026-04-02T12:25:46-07:00,left_jump_probe_small_0090_skull44_x60_jump12x14_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,65500,65500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
92,2026-04-02T12:25:46-07:00,left_jump_probe_small_0091_skull44_x60_jump12x14_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,66000,66000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
93,2026-04-02T12:25:46-07:00,left_jump_probe_small_0092_skull44_x60_jump12x14_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,66500,66500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
94,2026-04-02T12:25:46-07:00,left_jump_probe_small_0093_skull44_x60_jump12x14_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,67000,67000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
95,2026-04-02T12:25:47-07:00,left_jump_probe_small_0094_skull44_x60_jump12x14_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,67500,67500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
96,2026-04-02T12:25:47-07:00,left_jump_probe_small_0095_skull44_x60_jump12x14_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,68000,68000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
97,2026-04-02T12:25:47-07:00,left_jump_probe_small_0096_skull44_x60_jump12x16_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,68500,68500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
98,2026-04-02T12:25:48-07:00,left_jump_probe_small_0097_skull44_x60_jump12x16_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,69000,69000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
99,2026-04-02T12:25:48-07:00,left_jump_probe_small_0098_skull44_x60_jump12x16_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,69500,69500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
100,2026-04-02T12:25:48-07:00,left_jump_probe_small_0099_skull44_x60_jump12x16_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,70000,70000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
101,2026-04-02T12:25:48-07:00,left_jump_probe_small_0100_skull44_x60_jump12x16_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,70500,70500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
102,2026-04-02T12:25:49-07:00,left_jump_probe_small_0101_skull44_x60_jump12x16_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,71000,71000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
103,2026-04-02T12:25:49-07:00,left_jump_probe_small_0102_skull44_x60_jump12x16_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,71500,71500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
104,2026-04-02T12:25:49-07:00,left_jump_probe_small_0103_skull44_x60_jump12x16_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,72000,72000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
105,2026-04-02T12:25:49-07:00,left_jump_probe_small_0104_skull44_x60_jump12x16_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,72500,72500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
106,2026-04-02T12:25:50-07:00,left_jump_probe_small_0105_skull44_x60_jump12x16_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,73000,73000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
107,2026-04-02T12:25:50-07:00,left_jump_probe_small_0106_skull44_x60_jump12x16_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,73500,73500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
108,2026-04-02T12:25:50-07:00,left_jump_probe_small_0107_skull44_x60_jump12x16_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,74000,74000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
109,2026-04-02T12:25:51-07:00,left_jump_probe_small_0108_skull52_x56_jump12x12_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,74500,74500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
110,2026-04-02T12:25:51-07:00,left_jump_probe_small_0109_skull52_x56_jump12x12_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,75000,75000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
111,2026-04-02T12:25:51-07:00,left_jump_probe_small_0110_skull52_x56_jump12x12_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,75500,75500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
112,2026-04-02T12:25:51-07:00,left_jump_probe_small_0111_skull52_x56_jump12x12_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,76000,76000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
113,2026-04-02T12:25:52-07:00,left_jump_probe_small_0112_skull52_x56_jump12x12_tail4x8,eval,first_room_left_jump_ram,1,1,1,500,500,76500,76500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
114,2026-04-02T12:25:52-07:00,left_jump_probe_small_0113_skull52_x56_jump12x12_tail4x16,eval,first_room_left_jump_ram,1,1,1,500,500,77000,77000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
115,2026-04-02T12:25:52-07:00,left_jump_probe_small_0114_skull52_x56_jump12x12_tail5x8,eval,first_room_left_jump_ram,1,1,1,500,500,77500,77500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
116,2026-04-02T12:25:52-07:00,left_jump_probe_small_0115_skull52_x56_jump12x12_tail5x16,eval,first_room_left_jump_ram,1,1,1,500,500,78000,78000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
117,2026-04-02T12:25:53-07:00,left_jump_probe_small_0116_skull52_x56_jump12x12_tail12x8,eval,first_room_left_jump_ram,1,1,1,500,500,78500,78500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
118,2026-04-02T12:25:53-07:00,left_jump_probe_small_0117_skull52_x56_jump12x12_tail12x16,eval,first_room_left_jump_ram,1,1,1,500,500,79000,79000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
119,2026-04-02T12:25:53-07:00,left_jump_probe_small_0118_skull52_x56_jump12x12_tail15x8,eval,first_room_left_jump_ram,1,1,1,500,500,79500,79500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
120,2026-04-02T12:25:54-07:00,left_jump_probe_small_0119_skull52_x56_jump12x12_tail15x16,eval,first_room_left_jump_ram,1,1,1,500,500,80000,80000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
121,2026-04-02T12:25:54-07:00,left_jump_probe_small_0120_skull52_x56_jump12x14_tail0x8,eval,first_room_left_jump_ram,1,1,1,500,500,80500,80500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
122,2026-04-02T12:25:54-07:00,left_jump_probe_small_0121_skull52_x56_jump12x14_tail0x16,eval,first_room_left_jump_ram,1,1,1,500,500,81000,81000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
123,2026-04-02T12:25:54-07:00,left_jump_probe_small_0122_skull52_x56_jump12x14_tail3x8,eval,first_room_left_jump_ram,1,1,1,500,500,81500,81500,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
124,2026-04-02T12:25:55-07:00,left_jump_probe_small_0123_skull52_x56_jump12x14_tail3x16,eval,first_room_left_jump_ram,1,1,1,500,500,82000,82000,0.0,0.0,0.0,0.0,999,,small_left_jump_grid
